IID,year,provcd,age,gender,hukou_prov,is_at_hukou,income,education,birthplace_prov,hometown,marital_status,hukou_type,health_status
2203010002200002,2016,吉林省,59,男,吉林省,是,65000,普通高中,,吉林省,2,农业户口,健康
2203010002200002,2017,吉林省,60,男,吉林省,是,57500,普通高中,,吉林省,2,农业户口,健康
2203010002200002,2018,吉林省,61,男,吉林省,是,50000,普通高中,,吉林省,2,农业户口,非常健康
2203010002500001,2012,吉林省,56,女,吉林省,是,20000,小学/私塾,吉林省,吉林省,2,农业户口,比较不健康
2203010002500001,2013,吉林省,57,女,吉林省,是,22000,小学/私塾,吉林省,吉林省,2,农业户口,比较不健康
2203010002500001,2014,吉林省,58,女,吉林省,是,24000,小学/私塾,吉林省,吉林省,2,农业户口,健康
2203010002500001,2015,吉林省,59,女,吉林省,是,26000,小学/私塾,吉林省,吉林省,2,农业户口,比较不健康
2203010002500001,2016,吉林省,60,女,吉林省,是,28000,小学/私塾,吉林省,吉林省,2,农业户口,比较不健康
2203010002500001,2017,吉林省,61,女,吉林省,是,30000,小学/私塾,吉林省,吉林省,2,农业户口,比较不健康
2203010002500001,2018,吉林省,62,女,吉林省,是,32000,小学/私塾,吉林省,吉林省,2,农业户口,比较不健康
2203010002500003,2014,吉林省,60,男,吉林省,是,24000,普通高中,吉林省,吉林省,2,农业户口,健康
2203010002500003,2015,吉林省,61,男,吉林省,是,42000,普通高中,吉林省,吉林省,2,农业户口,一般
2203010002500003,2016,吉林省,62,男,吉林省,是,60000,普通高中,吉林省,吉林省,2,农业户口,一般
2203010002500003,2017,吉林省,63,男,吉林省,是,55000,普通高中,吉林省,吉林省,2,农业户口,一般
2203010002500003,2018,吉林省,64,男,吉林省,是,50000,普通高中,吉林省,吉林省,2,农业户口,一般
2203010002600002,2014,吉林省,42,女,吉林省,是,20000,小学/私塾,吉林省,吉林省,2,农业户口,健康
2203010002600002,2015,吉林省,43,女,吉林省,是,15000,小学/私塾,吉林省,吉林省,2,农业户口,一般
2203010002600002,2016,吉林省,44,女,吉林省,是,10000,小学/私塾,吉林省,吉林省,2,农业户口,非常健康
2203010002600002,2017,吉林省,45,女,吉林省,是,20000,小学/私塾,吉林省,吉林省,2,农业户口,一般
2203010002600002,2018,吉林省,46,女,吉林省,是,30000,小学/私塾,吉林省,吉林省,2,农业户口,一般
2203010002800001,2012,吉林省,55,女,吉林省,是,20000,小学/私塾,吉林省,吉林省,2,农业户口,一般
2203010002800001,2013,吉林省,56,女,吉林省,是,5000,小学/私塾,吉林省,吉林省,2,农业户口,一般
2203010002800001,2014,吉林省,57,女,吉林省,是,10000,小学/私塾,吉林省,吉林省,2,农业户口,健康
2203010002800001,2015,吉林省,58,女,吉林省,是,25000,小学/私塾,吉林省,吉林省,2,农业户口,一般
2203010002800001,2016,吉林省,59,女,吉林省,是,40000,小学/私塾,吉林省,吉林省,2,农业户口,健康
2203010002800001,2017,吉林省,60,女,吉林省,是,30000,小学/私塾,吉林省,吉林省,2,农业户口,一般
2203010002800001,2018,吉林省,61,女,吉林省,是,20000,小学/私塾,吉林省,吉林省,2,农业户口,一般
2203010002900001,2012,吉林省,47,男,吉林省,是,10000,小学/私塾,吉林省,吉林省,2,农业户口,一般
2203010002900001,2013,吉林省,48,男,吉林省,是,12500,小学/私塾,吉林省,吉林省,2,农业户口,一般
2203010002900001,2014,吉林省,49,男,吉林省,是,15000,小学/私塾,吉林省,吉林省,2,农业户口,健康
2203010002900001,2015,吉林省,50,男,吉林省,是,32500,小学/私塾,吉林省,吉林省,2,农业户口,一般
2203010002900001,2016,吉林省,51,男,吉林省,是,50000,小学/私塾,吉林省,吉林省,2,农业户口,健康
2203010002900001,2017,吉林省,52,男,吉林省,是,28500,小学/私塾,吉林省,吉林省,2,农业户口,一般
2203010002900001,2018,吉林省,53,男,吉林省,是,7000,小学/私塾,吉林省,吉林省,2,农业户口,一般
2203010002900002,2012,吉林省,32,女,吉林省,是,2000,初中,吉林省,吉林省,2,农业户口,一般
2203010002900002,2013,吉林省,33,女,吉林省,是,11000,初中,吉林省,吉林省,2,农业户口,一般
2203010002900002,2014,吉林省,34,女,吉林省,是,24000,初中,吉林省,吉林省,2,农业户口,非常健康
2203010002900002,2015,吉林省,35,女,吉林省,是,37000,初中,吉林省,吉林省,2,农业户口,一般
2203010002900002,2016,吉林省,36,女,吉林省,是,50000,初中,吉林省,吉林省,2,农业户口,健康
2203010002900002,2017,吉林省,37,女,吉林省,是,28000,初中,吉林省,吉林省,2,农业户口,一般
2203010002900002,2018,吉林省,38,女,吉林省,是,6000,初中,吉林省,吉林省,2,农业户口,一般
2203010003000002,2012,吉林省,38,女,吉林省,是,7000,初中,吉林省,吉林省,2,农业户口,一般
2203010003000002,2013,吉林省,39,女,吉林省,是,15500,初中,吉林省,吉林省,2,农业户口,一般
2203010003000002,2014,吉林省,40,女,吉林省,是,24000,初中,吉林省,吉林省,2,农业户口,健康
2203010003000002,2015,吉林省,41,女,吉林省,是,23000,初中,吉林省,吉林省,2,农业户口,一般
2203010003000002,2016,吉林省,42,女,吉林省,是,22000,初中,吉林省,吉林省,2,农业户口,一般
2203010003000002,2017,吉林省,43,女,吉林省,是,21000,初中,吉林省,吉林省,2,农业户口,一般
2203010003000002,2018,吉林省,44,女,吉林省,是,20000,初中,吉林省,吉林省,2,农业户口,一般
2203010003300001,2012,吉林省,38,女,吉林省,是,14000,初中,吉林省,吉林省,2,农业户口,一般
2203010003300001,2013,吉林省,39,女,吉林省,是,19000,初中,吉林省,吉林省,2,农业户口,一般
2203010003300001,2014,吉林省,40,女,吉林省,是,24000,初中,吉林省,吉林省,2,农业户口,非常健康
2203010003300001,2015,吉林省,41,女,吉林省,是,27000,初中,吉林省,吉林省,2,农业户口,一般
2203010003300001,2016,吉林省,42,女,吉林省,是,30000,初中,吉林省,吉林省,2,农业户口,一般
2203010003300001,2017,吉林省,43,女,吉林省,是,33000,初中,吉林省,吉林省,2,农业户口,一般
2203010003300001,2018,吉林省,44,女,吉林省,是,36000,初中,吉林省,吉林省,2,农业户口,健康
2203010003300002,2014,吉林省,41,男,吉林省,是,24000,初中,吉林省,吉林省,2,农业户口,非常健康
2203010003300002,2015,吉林省,42,男,吉林省,是,27000,初中,吉林省,吉林省,2,农业户口,一般
2203010003300002,2016,吉林省,43,男,吉林省,是,30000,初中,吉林省,吉林省,2,农业户口,一般
2203010003300002,2017,吉林省,44,男,吉林省,是,33000,初中,吉林省,吉林省,2,农业户口,一般
2203010003300002,2018,吉林省,45,男,吉林省,是,36000,初中,吉林省,吉林省,2,农业户口,非常健康
2203010003600001,2012,吉林省,44,男,吉林省,是,10000,小学/私塾,吉林省,吉林省,2,农业户口,一般
2203010003600001,2013,吉林省,45,男,吉林省,是,15000,小学/私塾,吉林省,吉林省,2,农业户口,一般
2203010003600001,2014,吉林省,46,男,吉林省,是,20000,小学/私塾,吉林省,吉林省,2,农业户口,非常健康
2203010003600001,2015,吉林省,47,男,吉林省,是,20000,小学/私塾,吉林省,吉林省,2,农业户口,一般
2203010003600001,2016,吉林省,48,男,吉林省,是,20000,小学/私塾,吉林省,吉林省,2,农业户口,健康
2203010003600001,2017,吉林省,49,男,吉林省,是,20000,小学/私塾,吉林省,吉林省,2,农业户口,一般
2203010003600001,2018,吉林省,50,男,吉林省,是,20000,小学/私塾,吉林省,吉林省,2,农业户口,一般
2203010003900001,2016,吉林省,39,男,吉林省,是,30000,初中,,吉林省,2,农业户口,一般
2203010003900001,2017,吉林省,40,男,吉林省,是,35000,初中,,吉林省,2,农业户口,一般
2203010003900001,2018,吉林省,41,男,吉林省,是,40000,初中,,吉林省,2,农业户口,一般
2203010004300002,2012,吉林省,35,女,吉林省,是,10000,未上过学,吉林省,吉林省,2,农业户口,比较不健康
2203010004300002,2013,吉林省,36,女,吉林省,是,9500,未上过学,吉林省,吉林省,2,农业户口,比较不健康
2203010004300002,2014,吉林省,37,女,吉林省,是,9000,未上过学,吉林省,吉林省,2,农业户口,一般
2203010004300002,2015,吉林省,38,女,吉林省,是,8500,未上过学,吉林省,吉林省,2,农业户口,比较不健康
2203010004300002,2016,吉林省,39,女,吉林省,是,8000,未上过学,吉林省,吉林省,2,农业户口,一般
2203010004300002,2017,吉林省,40,女,吉林省,是,7500,未上过学,吉林省,吉林省,2,农业户口,比较不健康
2203010004300002,2018,吉林省,41,女,吉林省,是,7000,未上过学,吉林省,吉林省,2,农业户口,比较不健康
2203010004400002,2014,吉林省,59,男,吉林省,是,20000,初中,吉林省,吉林省,2,农业户口,健康
2203010004400002,2015,吉林省,60,男,吉林省,是,25672.92213439941,初中,吉林省,吉林省,2,农业户口,比较不健康
2203010004400002,2016,吉林省,61,男,吉林省,是,24475.99411010742,初中,吉林省,吉林省,2,农业户口,比较不健康
2203010004400002,2017,吉林省,62,男,吉林省,是,24726.91535949707,初中,吉林省,吉林省,2,农业户口,比较不健康
2203010004400002,2018,吉林省,63,男,吉林省,是,22682.61909484863,初中,吉林省,吉林省,2,农业户口,比较不健康
2203020000510002,2014,吉林省,51,女,吉林省,是,6000,小学/私塾,吉林省,吉林省,2,农业户口,健康
2203020000510002,2015,吉林省,52,女,吉林省,是,6000,小学/私塾,吉林省,吉林省,2,农业户口,比较不健康
2203020000510002,2016,吉林省,53,女,吉林省,是,6000,小学/私塾,吉林省,吉林省,2,农业户口,比较不健康
2203020000510002,2017,吉林省,54,女,吉林省,是,6000,小学/私塾,吉林省,吉林省,2,农业户口,比较不健康
2203020000510002,2018,吉林省,55,女,吉林省,是,6000,小学/私塾,吉林省,吉林省,2,农业户口,比较不健康
2203020000810001,2014,吉林省,58,男,吉林省,是,30000,普通高中,吉林省,吉林省,2,农业户口,健康
2203020000810001,2015,吉林省,59,男,吉林省,是,20000,普通高中,吉林省,吉林省,2,农业户口,比较不健康
2203020000810001,2016,吉林省,60,男,吉林省,是,10000,普通高中,吉林省,吉林省,2,农业户口,比较不健康
2203020000810001,2017,吉林省,61,男,吉林省,是,0,普通高中,吉林省,吉林省,2,农业户口,比较不健康
2203020000810001,2018,吉林省,62,男,吉林省,是,10000,普通高中,吉林省,吉林省,2,农业户口,比较不健康
2203020000810002,2014,吉林省,57,女,吉林省,是,15000,未上过学,吉林省,吉林省,2,农业户口,健康
2203020000810002,2015,吉林省,58,女,吉林省,是,15069.13840770721,未上过学,吉林省,吉林省,2,农业户口,非常不健康
2203020000810002,2016,吉林省,59,女,吉林省,是,16487.7051115036,未上过学,吉林省,吉林省,2,农业户口,比较不健康
2203020000810002,2017,吉林省,60,女,吉林省,是,17195.97458839417,未上过学,吉林省,吉林省,2,农业户口,非常不健康
2203020000810002,2018,吉林省,61,女,吉林省,是,18486.40322685242,未上过学,吉林省,吉林省,2,农业户口,非常不健康
2203020001210001,2014,吉林省,56,女,吉林省,是,8921.418190002441,小学/私塾,吉林省,吉林省,2,农业户口,比较不健康
2203020001210001,2015,吉林省,57,女,吉林省,是,8439.196944236755,小学/私塾,吉林省,吉林省,2,农业户口,比较不健康
2203020001210001,2016,吉林省,58,女,吉林省,是,10000,小学/私塾,吉林省,吉林省,2,农业户口,健康
2203020001210001,2017,吉林省,59,女,吉林省,是,10401.04508399963,小学/私塾,吉林省,吉林省,2,农业户口,比较不健康
2203020001210001,2018,吉林省,60,女,吉林省,是,10698.09198379517,小学/私塾,吉林省,吉林省,2,农业户口,健康
2203020001310002,2014,吉林省,45,男,吉林省,是,10000,初中,吉林省,吉林省,2,农业户口,健康
2203020001310002,2015,吉林省,46,男,吉林省,是,10000,初中,吉林省,吉林省,2,农业户口,比较不健康
2203020001310002,2016,吉林省,47,男,吉林省,是,10000,初中,吉林省,吉林省,2,农业户口,比较不健康
2203020001310002,2017,吉林省,48,男,吉林省,是,10000,初中,吉林省,吉林省,2,农业户口,比较不健康
2203020001310002,2018,吉林省,49,男,吉林省,是,10000,初中,吉林省,吉林省,2,农业户口,比较不健康
2203020001410002,2014,吉林省,56,男,吉林省,是,30000,初中,吉林省,吉林省,2,农业户口,健康
2203020001410002,2015,吉林省,57,男,吉林省,是,25000,初中,吉林省,吉林省,2,农业户口,健康
2203020001410002,2016,吉林省,58,男,吉林省,是,20000,初中,吉林省,吉林省,2,农业户口,健康
2203020001410002,2017,吉林省,59,男,吉林省,是,15000,初中,吉林省,吉林省,2,农业户口,健康
2203020001410002,2018,吉林省,60,男,吉林省,是,10000,初中,吉林省,吉林省,2,农业户口,健康
2203020001910002,2014,吉林省,51,男,吉林省,是,20000,小学/私塾,吉林省,吉林省,2,农业户口,健康
2203020001910002,2015,吉林省,52,男,吉林省,是,23760.14471054077,小学/私塾,吉林省,吉林省,2,农业户口,健康
2203020001910002,2016,吉林省,53,男,吉林省,是,22836.47537231445,小学/私塾,吉林省,吉林省,2,农业户口,健康
2203020001910002,2017,吉林省,54,男,吉林省,是,22421.95129394531,小学/私塾,吉林省,吉林省,2,农业户口,健康
2203020001910002,2018,吉林省,55,男,吉林省,是,25965.69299697876,小学/私塾,吉林省,吉林省,2,农业户口,健康
2203020002210001,2014,吉林省,52,男,吉林省,是,10000,初中,吉林省,吉林省,2,农业户口,健康
2203020002210001,2015,吉林省,53,男,吉林省,是,12759.39226150513,初中,吉林省,吉林省,2,农业户口,比较不健康
2203020002210001,2016,吉林省,54,男,吉林省,是,10547.04546928406,初中,吉林省,吉林省,2,农业户口,比较不健康
2203020002210001,2017,吉林省,55,男,吉林省,是,10242.81144142151,初中,吉林省,吉林省,2,农业户口,比较不健康
2203020002210001,2018,吉林省,56,男,吉林省,是,12251.98984146118,初中,吉林省,吉林省,2,农业户口,比较不健康
2203020002510001,2014,吉林省,60,男,吉林省,是,30000,小学/私塾,吉林省,吉林省,2,非农户口,非常健康
2203020002510001,2015,吉林省,61,男,吉林省,是,37258.82291793823,小学/私塾,吉林省,吉林省,2,非农户口,健康
2203020002510001,2016,吉林省,62,男,吉林省,是,38977.70047187805,小学/私塾,吉林省,吉林省,2,非农户口,非常健康
2203020002510001,2017,吉林省,63,男,吉林省,是,30519.07181739807,小学/私塾,吉林省,吉林省,2,非农户口,健康
2203020002510001,2018,吉林省,64,男,吉林省,是,35585.81113815308,小学/私塾,吉林省,吉林省,2,非农户口,健康
2203020002610001,2014,吉林省,48,男,吉林省,是,20000,普通高中,吉林省,吉林省,2,农业户口,健康
2203020002610001,2015,吉林省,49,男,吉林省,是,25000,普通高中,吉林省,吉林省,2,农业户口,健康
2203020002610001,2016,吉林省,50,男,吉林省,是,30000,普通高中,吉林省,吉林省,2,农业户口,健康
2203020002610001,2017,吉林省,51,男,吉林省,是,30000,普通高中,吉林省,吉林省,2,农业户口,健康
2203020002610001,2018,吉林省,52,男,吉林省,是,30000,普通高中,吉林省,吉林省,2,农业户口,健康
2203020003110002,2014,吉林省,57,女,吉林省,是,6000,初中,吉林省,吉林省,2,农业户口,健康
2203020003110002,2015,吉林省,58,女,吉林省,是,8000,初中,吉林省,吉林省,2,农业户口,比较不健康
2203020003110002,2016,吉林省,59,女,吉林省,是,10000,初中,吉林省,吉林省,2,农业户口,一般
2203020003110002,2017,吉林省,60,女,吉林省,是,10000,初中,吉林省,吉林省,2,农业户口,比较不健康
2203020003110002,2018,吉林省,61,女,吉林省,是,10000,初中,吉林省,吉林省,2,农业户口,比较不健康
2203020003210001,2014,吉林省,54,女,吉林省,是,10000,普通高中,吉林省,吉林省,2,农业户口,健康
2203020003210001,2015,吉林省,55,女,吉林省,是,10643.72301101685,普通高中,吉林省,吉林省,2,农业户口,一般
2203020003210001,2016,吉林省,56,女,吉林省,是,10659.25598144531,普通高中,吉林省,吉林省,2,农业户口,一般
2203020003210001,2017,吉林省,57,女,吉林省,是,12139.0962600708,普通高中,吉林省,吉林省,2,农业户口,一般
2203020003210001,2018,吉林省,58,女,吉林省,是,12711.77053451538,普通高中,吉林省,吉林省,2,农业户口,一般
2203020004320001,2016,吉林省,62,女,吉林省,是,1862.654685974121,未上过学,,吉林省,2,农业户口,健康
2203020004320001,2017,吉林省,63,女,吉林省,是,1848.359227180481,未上过学,,吉林省,2,非农户口,健康
2203020004320001,2018,吉林省,64,女,吉林省,是,2000,未上过学,,吉林省,2,非农户口,健康
2205010000120001,2016,吉林省,44,女,吉林省,是,40000,小学/私塾,,吉林省,2,农业户口,非常健康
2205010000120001,2017,吉林省,45,女,吉林省,是,40000,小学/私塾,,吉林省,2,居民户口（之前是农业户口）,健康
2205010000120001,2018,吉林省,46,女,吉林省,是,40000,小学/私塾,,吉林省,2,居民户口（之前是农业户口）,健康
2205010000120002,2016,吉林省,46,男,吉林省,否,29386.7301940918,初中,,吉林省,2,居民户口（之前是农业户口）,健康
2205010000120002,2017,吉林省,47,男,吉林省,否,34274.76406097412,初中,,吉林省,2,居民户口（之前是农业户口）,健康
2205010000120002,2018,吉林省,48,男,吉林省,是,40000,初中,,吉林省,2,居民户口（之前是农业户口）,健康
2205010000320001,2016,吉林省,27,男,吉林省,是,60000,初中,,吉林省,2,农业户口,非常健康
2205010000320001,2017,吉林省,28,男,吉林省,是,50000,初中,,吉林省,2,农业户口,健康
2205010000320001,2018,吉林省,29,男,吉林省,是,40000,初中,,吉林省,2,农业户口,健康
2205010000620001,2016,吉林省,51,女,吉林省,是,8000,小学/私塾,,吉林省,2,农业户口,健康
2205010000620001,2017,吉林省,52,女,吉林省,是,44000,小学/私塾,,吉林省,2,农业户口,健康
2205010000620001,2018,吉林省,53,女,吉林省,是,80000,小学/私塾,,吉林省,2,农业户口,非常健康
2205010000720001,2016,吉林省,38,男,吉林省,是,50000,小学/私塾,,吉林省,2,农业户口,一般
2205010000720001,2017,吉林省,39,男,吉林省,是,50000,小学/私塾,,吉林省,2,农业户口,比较不健康
2205010000720001,2018,吉林省,40,男,吉林省,是,50000,小学/私塾,,吉林省,2,农业户口,比较不健康
2205010000920001,2016,吉林省,35,女,吉林省,是,40000,初中,,吉林省,2,农业户口,非常健康
2205010000920001,2017,吉林省,36,女,吉林省,是,40000,初中,,吉林省,2,居民户口（之前是农业户口）,健康
2205010000920001,2018,吉林省,37,女,吉林省,是,40000,初中,,吉林省,2,居民户口（之前是农业户口）,健康
2205010001020002,2016,吉林省,27,男,吉林省,是,100000,小学/私塾,,吉林省,2,农业户口,非常健康
2205010001020002,2017,吉林省,28,男,吉林省,是,60000,小学/私塾,,吉林省,2,农业户口,非常健康
2205010001020002,2018,吉林省,29,男,吉林省,是,20000,小学/私塾,,吉林省,2,农业户口,非常健康
2205010001320001,2016,吉林省,69,男,吉林省,是,0,初中,,吉林省,2,农业户口,非常健康
2205010001320001,2017,吉林省,70,男,吉林省,是,10000,初中,,吉林省,2,居民户口（之前是农业户口）,健康
2205010001320001,2018,吉林省,71,男,吉林省,是,20000,初中,,吉林省,2,居民户口（之前是农业户口）,健康
2205010001320002,2016,吉林省,68,女,吉林省,是,0,小学/私塾,,吉林省,2,农业户口,非常健康
2205010001320002,2017,吉林省,69,女,吉林省,是,10000,小学/私塾,,吉林省,2,农业户口,健康
2205010001320002,2018,吉林省,70,女,吉林省,是,20000,小学/私塾,,吉林省,2,农业户口,健康
2205010001420001,2016,吉林省,54,女,吉林省,是,40000,初中,,吉林省,2,农业户口,非常健康
2205010001420001,2017,吉林省,55,女,吉林省,是,40000,初中,,吉林省,2,农业户口,健康
2205010001420001,2018,吉林省,56,女,吉林省,是,40000,初中,,吉林省,2,农业户口,健康
2205010001620001,2016,吉林省,65,男,吉林省,是,6000,小学/私塾,,吉林省,2,农业户口,比较不健康
2205010001620001,2017,吉林省,66,男,吉林省,是,11500,小学/私塾,,吉林省,2,农业户口,比较不健康
2205010001620001,2018,吉林省,67,男,吉林省,是,17000,小学/私塾,,吉林省,2,农业户口,比较不健康
2205010001820001,2016,吉林省,52,男,吉林省,是,20000,初中,,吉林省,2,农业户口,非常健康
2205010001820001,2017,吉林省,53,男,吉林省,是,20000,初中,,吉林省,2,农业户口,非常健康
2205010001820001,2018,吉林省,54,男,吉林省,是,20000,初中,,吉林省,2,农业户口,非常健康
2205010001820002,2016,吉林省,52,女,吉林省,是,0,小学/私塾,,吉林省,2,农业户口,非常健康
2205010001820002,2017,吉林省,53,女,吉林省,是,10000,小学/私塾,,吉林省,2,农业户口,健康
2205010001820002,2018,吉林省,54,女,吉林省,是,20000,小学/私塾,,吉林省,2,农业户口,健康
2205010001920001,2016,吉林省,49,男,吉林省,是,20000,小学/私塾,,吉林省,2,农业户口,健康
2205010001920001,2017,吉林省,50,男,吉林省,是,40000,小学/私塾,,吉林省,2,农业户口,健康
2205010001920001,2018,吉林省,51,男,吉林省,是,60000,小学/私塾,,吉林省,2,农业户口,非常健康
2205010002020001,2016,吉林省,57,男,吉林省,是,0,初中,,吉林省,2,农业户口,比较不健康
2205010002020001,2017,吉林省,58,男,吉林省,是,6500,初中,,吉林省,2,农业户口,比较不健康
2205010002020001,2018,吉林省,59,男,吉林省,是,13000,初中,,吉林省,2,农业户口,比较不健康
2205010002320001,2016,吉林省,49,男,吉林省,是,20000,小学/私塾,,吉林省,2,农业户口,一般
2205010002320001,2017,吉林省,50,男,吉林省,是,11500,小学/私塾,,吉林省,2,农业户口,比较不健康
2205010002320001,2018,吉林省,51,男,吉林省,是,3000,小学/私塾,,吉林省,2,农业户口,比较不健康
2205010002420001,2016,吉林省,28,男,吉林省,是,40000,初中,,吉林省,2,农业户口,非常健康
2205010002420001,2017,吉林省,29,男,吉林省,是,45000,初中,,吉林省,2,农业户口,非常健康
2205010002420001,2018,吉林省,30,男,吉林省,是,50000,初中,,吉林省,2,农业户口,非常健康
2205010002420002,2013,吉林省,19,女,吉林省,是,0,初中,,吉林省,2,农业户口,非常健康
2205010002420002,2014,吉林省,20,女,吉林省,是,0,初中,,吉林省,2,农业户口,非常健康
2205010002420002,2015,吉林省,21,女,吉林省,是,0,初中,,吉林省,2,农业户口,非常健康
2205010002420002,2016,吉林省,22,女,吉林省,是,0,初中,,吉林省,2,农业户口,非常健康
2205010002420002,2017,吉林省,23,女,吉林省,是,0,初中,,吉林省,2,农业户口,非常健康
2205010002420002,2018,吉林省,24,女,吉林省,是,0,初中,,吉林省,2,农业户口,非常健康
2205010002520001,2016,吉林省,63,男,吉林省,是,5821.116328239441,未上过学,,吉林省,2,农业户口,非常健康
2205010002520001,2017,吉林省,64,男,吉林省,是,4387.357950210571,未上过学,,吉林省,2,农业户口,健康
2205010002520001,2018,吉林省,65,男,吉林省,是,6000,未上过学,,吉林省,2,农业户口,健康
2205010003020001,2016,吉林省,52,男,吉林省,是,26000,未上过学,,吉林省,2,农业户口,健康
2205010003020001,2017,吉林省,53,男,吉林省,是,18000,未上过学,,吉林省,2,居民户口（之前是农业户口）,健康
2205010003020001,2018,吉林省,54,男,吉林省,是,10000,未上过学,,吉林省,2,居民户口（之前是农业户口）,健康
2205010003120001,2016,吉林省,44,男,吉林省,是,40000,初中,,吉林省,2,农业户口,非常健康
2205010003120001,2017,吉林省,45,男,吉林省,是,29000,初中,,吉林省,2,农业户口,非常健康
2205010003120001,2018,吉林省,46,男,吉林省,是,18000,初中,,吉林省,2,农业户口,非常健康
2205010003220001,2016,吉林省,48,男,吉林省,是,17000,小学/私塾,,吉林省,2,农业户口,非常健康
2205010003220001,2017,吉林省,49,男,吉林省,是,15000,小学/私塾,,吉林省,2,农业户口,比较不健康
2205010003220001,2018,吉林省,50,男,吉林省,是,13000,小学/私塾,,吉林省,2,农业户口,比较不健康
2205010003220002,2016,吉林省,50,女,吉林省,是,9584.959387779236,初中,,吉林省,2,农业户口,比较不健康
2205010003220002,2017,吉林省,51,女,吉林省,是,12526.25578641891,初中,,吉林省,2,农业户口,比较不健康
2205010003220002,2018,吉林省,52,女,吉林省,是,13000,初中,,吉林省,2,农业户口,比较不健康
2205010003320001,2016,吉林省,50,女,吉林省,是,70000,小学/私塾,,吉林省,2,农业户口,非常健康
2205010003320001,2017,吉林省,51,女,吉林省,是,55000,小学/私塾,,吉林省,2,居民户口（之前是农业户口）,健康
2205010003320001,2018,吉林省,52,女,吉林省,是,40000,小学/私塾,,吉林省,2,居民户口（之前是农业户口）,健康
2205010003520002,2016,吉林省,47,女,吉林省,是,0,初中,,吉林省,2,农业户口,一般
2205010003520002,2017,吉林省,48,女,吉林省,是,0,初中,,吉林省,2,农业户口,比较不健康
2205010003520002,2018,吉林省,49,女,吉林省,是,0,初中,,吉林省,2,农业户口,比较不健康
2205010003620001,2016,吉林省,54,男,吉林省,是,40000,小学/私塾,,吉林省,2,农业户口,健康
2205010003620001,2017,吉林省,55,男,吉林省,是,55000,小学/私塾,,吉林省,2,农业户口,比较不健康
2205010003620001,2018,吉林省,56,男,吉林省,是,70000,小学/私塾,,吉林省,2,农业户口,比较不健康
2205010003720001,2016,吉林省,44,男,吉林省,是,10000,初中,,吉林省,2,农业户口,一般
2205010003720001,2017,吉林省,45,男,吉林省,是,12500,初中,,吉林省,2,农业户口,一般
2205010003720001,2018,吉林省,46,男,吉林省,是,15000,初中,,吉林省,2,农业户口,非常健康
2302020001010001,2014,黑龙江省,48,男,黑龙江省,是,10000,普通高中,黑龙江省,黑龙江省,2,非农户口,非常不健康
2302020001010001,2015,黑龙江省,49,男,黑龙江省,是,10750,普通高中,黑龙江省,黑龙江省,2,非农户口,非常不健康
2302020001010001,2016,黑龙江省,50,男,黑龙江省,是,11500,普通高中,黑龙江省,黑龙江省,2,非农户口,非常不健康
2302020001010001,2017,黑龙江省,51,男,黑龙江省,是,12250,普通高中,黑龙江省,黑龙江省,2,非农户口,非常不健康
2302020001010001,2018,黑龙江省,52,男,黑龙江省,是,13000,普通高中,黑龙江省,黑龙江省,2,非农户口,比较不健康
2302020003010001,2014,黑龙江省,40,男,黑龙江省,是,60000,大专,黑龙江省,黑龙江省,2,非农户口,健康
2302020003010001,2015,黑龙江省,41,男,黑龙江省,是,67500,大专,黑龙江省,黑龙江省,2,居民户口（之前是非农户口）,健康
2302020003010001,2016,黑龙江省,42,男,黑龙江省,是,75000,大专,黑龙江省,黑龙江省,2,居民户口（之前是非农户口）,健康
2302020003010001,2017,黑龙江省,43,男,黑龙江省,是,82500,大专,黑龙江省,黑龙江省,2,居民户口（之前是非农户口）,健康
2302020003010001,2018,黑龙江省,44,男,黑龙江省,是,90000,大专,黑龙江省,黑龙江省,2,居民户口（之前是非农户口）,健康
2302020009920001,2016,黑龙江省,46,女,黑龙江省,是,24000,大专,,黑龙江省,2,非农户口,健康
2302020009920001,2017,黑龙江省,47,女,黑龙江省,是,22000,大专,,黑龙江省,2,居民户口（之前是非农户口）,健康
2302020009920001,2018,黑龙江省,48,女,黑龙江省,是,20000,大专,,黑龙江省,2,居民户口（之前是非农户口）,健康
2303010003420302,2016,黑龙江省,32,男,黑龙江省,是,40000,大专,,黑龙江省,2,非农户口,健康
2303010003420302,2017,黑龙江省,33,男,黑龙江省,是,70000,大专,,黑龙江省,2,非农户口,一般
2303010003420302,2018,黑龙江省,34,男,黑龙江省,是,100000,大专,,黑龙江省,2,非农户口,一般
2303010006200002,2012,黑龙江省,31,男,黑龙江省,是,80000,硕士,黑龙江省,黑龙江省,2,居民户口（之前是非农户口）,健康
2303010006200002,2013,黑龙江省,32,男,黑龙江省,是,90000,硕士,黑龙江省,黑龙江省,2,居民户口（之前是非农户口）,健康
2303010006200002,2014,黑龙江省,33,男,黑龙江省,是,100000,硕士,黑龙江省,黑龙江省,2,居民户口（之前是非农户口）,健康
2303010006200002,2015,黑龙江省,34,男,黑龙江省,是,70000,硕士,黑龙江省,黑龙江省,2,居民户口（之前是非农户口）,健康
2303010006200002,2016,黑龙江省,35,男,黑龙江省,是,40000,硕士,黑龙江省,黑龙江省,2,非农户口,非常健康
2303010006200002,2017,黑龙江省,36,男,黑龙江省,是,120000,硕士,黑龙江省,黑龙江省,2,居民户口（之前是非农户口）,健康
